age,ball_control,dribbling,slide_tackle,stand_tackle,aggression,reactions,interceptions,vision,composure,crossing,short_pass,long_pass,acceleration,sprint_speed,stamina,strength,balance,shot_power,finishing,long_shots,curve,penalties
17.0,93.99996,94.99999,7.003457,7.0,96.00001,92.37632,3.0000002,93.29984,96.0,6.0,92.999825,9.0,96.995026,96.99999,14.0,96.0,92.665474,94.0,93.97422,5.192938,92.999985,92.0
22.865795,64.78325,75.21846,17.00783,15.241579,92.58898,78.23344,9.180064,39.18863,80.821815,49.726395,41.139458,13.312816,70.9503,61.756603,24.058487,47.53272,92.27607,70.053566,69.31396,42.147575,80.21593,86.297295
18.688025,60.189377,50.0352,50.46377,50.85999,84.235565,67.000854,47.530693,68.335655,61.87664,32.37722,68.786934,63.49885,29.638405,26.542301,55.83996,64.14659,58.55779,61.05314,49.25873,48.241318,40.578503,44.68427
33.2763,64.24163,61.495537,63.719765,65.06868,79.15069,74.35411,65.08029,65.312874,72.71006,65.08615,65.06044,53.988674,37.438145,39.14587,67.70855,59.144173,31.795958,61.10167,70.72508,66.755646,70.03343,69.07564
33.185215,61.03772,41.86958,76.27186,78.484505,80.348915,70.746216,82.28888,42.09765,58.15045,55.23514,67.748695,67.16034,32.99751,29.242868,47.520004,61.267536,40.277866,68.54644,38.587494,67.22677,46.325584,63.861874
34.19427,49.114857,51.485443,57.335087,59.693626,74.77198,69.19171,58.890923,40.127453,61.800354,41.55902,46.111504,32.352962,58.261166,53.626743,65.39892,47.71288,77.48094,37.399143,56.661407,36.14853,40.83312,76.85743
17.793976,48.386814,50.699776,47.436897,38.61909,55.265854,45.82326,23.783457,31.569828,43.948967,37.036114,42.134754,27.085093,58.623947,50.01748,52.112732,39.387295,82.761894,32.728416,52.81012,22.280724,50.157402,78.73365
19.011925,65.37299,57.21635,64.945015,66.65359,52.776955,59.87395,59.906235,54.24662,57.19581,64.54378,64.22861,58.861015,56.539284,49.107468,34.342552,36.21805,57.110466,62.5781,38.71962,62.7286,69.04648,45.967567
39.219124,45.12382,34.585995,71.25783,66.5924,56.75848,66.24552,73.68894,20.746117,60.085903,57.029724,45.743813,31.211538,44.762413,32.235203,84.6013,59.138676,40.364155,37.12488,22.633831,28.749224,45.932068,63.052837
34.27097,54.841747,53.257732,47.18091,48.154903,46.625713,52.321777,56.98693,57.68315,48.05893,69.51691,53.551254,47.4387,58.955994,50.683712,67.960175,43.584076,60.405956,48.269318,56.514217,61.67728,67.094536,63.871468
19.746212,60.716225,62.594975,23.615238,19.414076,82.04592,67.135216,20.578897,55.946423,60.068375,44.019302,46.455704,24.139084,43.883244,37.373173,29.291033,50.673195,55.683983,63.75749,68.5003,61.959797,64.62852,73.74797
30.102043,73.480576,64.631004,71.30825,75.68343,79.99117,73.73891,75.148026,68.991394,73.03407,59.811337,75.68571,76.575356,33.48742,30.863577,51.62973,51.600094,71.40043,66.49396,54.074623,65.14449,63.65303,64.82695
40.995872,93.98618,94.999985,68.35218,60.77971,11.580655,86.36845,3.014071,93.99976,95.99997,94.00001,92.99614,81.719734,95.96899,96.07563,14.000003,96.0,20.000023,93.41341,10.478304,6.5397964,93.0,91.552605
36.69551,64.02227,58.414665,71.5443,77.06426,64.338486,76.70989,76.44643,58.566013,69.612366,70.099915,62.434803,61.029507,44.414528,37.77654,74.29422,33.890827,76.38446,62.706127,56.404404,64.76918,74.1313,71.928215
41.0,94.0,95.0,86.05511,90.07579,96.00001,93.0,3.000036,94.0,96.0,94.00001,91.10972,9.0,97.0,97.0,14.0,95.99997,95.0,94.0,94.0,5.5044804,93.0,92.0
40.999928,8.0,5.0,7.0,7.0,95.67269,93.0,87.57962,93.001274,95.99997,6.0,11.000003,9.0,12.001991,13.000013,14.0,25.0,95.0,20.000372,4.0,5.0,7.0,91.85513
30.643684,52.714245,48.881107,58.37561,59.508423,65.36128,52.20602,63.441967,41.431583,42.901413,73.04828,45.23709,37.60034,49.460537,40.088844,78.70264,38.497536,67.58546,32.32944,42.173885,39.976433,64.59527,64.208824
17.0,8.000213,5.635313,7.0001764,7.0,11.000001,31.999998,3.0000002,10.000826,13.0,6.000202,11.000008,9.000163,96.9983,96.99869,14.0,95.99614,20.000002,20.003366,4.0,5.0,72.93656,8.000003
41.0,65.57868,95.0,41.653244,27.179474,11.000001,32.00003,73.326775,94.0,96.0,94.00001,93.0,9.226715,97.0,96.99998,14.000005,25.013245,95.0,20.0,4.6142526,5.0,93.0,92.0
17.0,93.76439,94.0914,7.0,7.0,96.00001,32.00002,3.0000002,10.006654,95.98864,6.0,24.983383,9.0,97.0,97.0,14.0,95.99732,95.0,93.998375,68.40262,5.0,92.99999,92.0
17.0,8.000003,5.0,7.0,7.0,11.000001,31.999998,3.0000002,10.0,13.0,6.0042434,11.000003,9.0,97.0,97.0,14.0,25.0,95.0,20.0,4.000011,5.0,7.0208144,92.0
40.99173,84.88037,22.794334,86.99872,90.998795,95.99956,92.99673,88.99976,43.920113,95.72359,10.874417,90.93038,88.37595,12.234227,13.660711,94.55156,95.96806,23.106611,75.97619,11.386434,28.21784,13.333161,86.7619
17.0,93.99739,94.99999,87.0,90.97023,96.00001,92.996956,3.0275087,91.20897,96.0,93.99999,92.5348,9.000135,97.0,97.0,14.0,96.0,95.0,93.90356,77.94924,5.0,93.0,92.0
18.752335,68.62731,78.78379,47.060043,38.436775,73.810104,73.341965,20.367338,62.328724,76.012245,43.304695,66.29821,40.921368,58.192257,51.338814,17.150215,35.71556,59.49822,58.432835,39.682198,34.04183,65.42467,39.890327
20.29544,45.87033,44.963192,19.032513,13.868427,46.924145,43.307808,14.6233015,46.407677,37.802345,54.644524,27.568474,18.322405,60.91195,52.27925,22.75273,31.469086,90.73114,34.175735,42.732544,28.209469,65.21225,70.621925
41.0,93.99949,94.99939,86.99974,91.0,96.00001,93.0,89.0,94.0,96.0,93.96989,93.0,76.451256,12.000001,13.0,95.0,61.36177,20.000002,94.0,94.0,91.0,93.0,92.0
37.87684,49.524628,49.163593,49.976192,48.41029,63.460224,50.29646,50.330616,60.796196,48.29081,72.041115,45.351948,47.951645,45.52072,42.50111,73.05046,47.4758,58.51184,67.543175,33.271416,62.71137,66.00503,24.695618
26.249828,60.751408,58.51693,37.545727,42.092987,61.9404,61.69865,42.247543,62.46939,60.334633,57.6535,59.87936,43.62845,33.98578,28.418741,65.604904,53.704002,32.739758,58.879257,72.45424,72.95262,67.003,71.4353
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,10.0,13.0,6.127965,20.474247,92.99999,12.000001,13.0,14.0,95.999855,20.000002,20.0,4.0,5.0,7.0,8.0
40.700516,46.930626,52.806892,45.533062,44.834435,41.19199,54.572216,51.916466,50.409786,65.18044,84.98635,51.010483,34.394596,49.89066,43.799522,62.40012,76.81227,45.016834,43.686478,26.636656,30.30161,79.36261,42.781223
18.918056,35.38628,42.36006,33.03097,29.190811,79.35532,58.398685,33.957115,43.156628,43.47474,31.295277,34.671223,32.5516,28.014072,27.396204,55.61836,81.008995,30.586725,77.76328,51.78946,69.02505,40.473248,49.68756
38.031578,39.968937,42.24848,65.99712,66.47821,81.71496,55.267384,70.29417,37.151787,52.4257,64.59716,39.05712,47.973667,35.97804,26.690575,83.562775,35.909145,65.491325,53.587433,27.955986,55.329014,50.682293,37.528896
21.88102,67.04648,69.492744,43.445927,34.834152,80.59456,74.830795,32.328217,71.10576,70.7262,40.17991,71.417534,57.57868,39.50566,34.21422,30.234621,45.884357,45.911163,61.833263,48.478046,47.19597,51.535957,38.177982
27.308273,62.357887,45.7912,74.85973,77.71373,72.82391,71.40071,83.33073,40.04405,51.041077,63.174976,66.32286,61.94238,52.519566,47.550755,56.645668,47.8289,39.841522,57.471626,47.49621,69.35844,44.727356,70.16312
38.32135,79.38147,93.40365,7.2231956,7.179126,94.96053,82.70472,3.0652695,75.39832,95.35544,86.239044,51.708973,9.827547,68.83004,48.4628,14.31791,93.72908,93.74375,93.98038,69.20666,84.215805,92.99221,91.08583
22.49205,56.788204,60.250076,28.519775,29.41767,49.869568,55.43187,29.874527,64.33619,60.016224,53.421276,57.008408,30.134048,66.99363,47.6517,32.760323,36.159187,67.637985,38.647907,70.10316,55.86076,65.87151,84.99944
17.0,93.99949,94.99918,86.999985,7.0152636,95.994026,32.000023,3.0000002,60.749622,95.02343,93.9682,87.596924,9.0,97.0,97.0,14.000005,61.312977,95.0,20.0,93.99765,5.0,93.0,92.0
24.658794,57.235977,49.463825,55.058296,54.751507,38.383343,53.097748,54.625763,43.087936,42.967518,60.653557,56.163437,55.73491,58.530266,53.779514,50.703304,41.745728,55.81319,44.497726,42.84488,50.800526,52.984303,52.759293
22.572287,42.11629,46.601734,45.570587,40.304443,43.3909,41.930878,45.84913,36.305832,32.34802,62.603794,43.5389,27.197435,64.18961,48.529095,48.556896,34.522125,57.920692,43.55566,56.74948,61.8061,61.736553,74.69291
17.0,8.0,5.0,7.0,7.0,93.23781,31.999998,3.0000026,10.706623,13.0,6.0,11.000001,9.0,96.99999,96.9935,14.0,25.006668,95.0,20.0,4.0,5.0,7.0,91.99987
17.755817,37.343018,47.916817,37.120266,24.251732,90.3248,68.09423,33.593464,63.38749,57.199825,31.387867,29.281746,15.341097,54.659336,48.715973,24.280436,34.854748,88.5343,44.012478,43.3007,28.26257,40.270363,56.106987
17.0,8.0,5.0,7.0,7.0,11.000001,92.98962,3.0000002,94.0,13.000012,6.0,11.000001,9.000005,12.000001,13.0,14.0,25.0,20.000002,93.999985,4.0,5.0,7.0,8.0
40.99834,92.955025,94.37345,86.52035,90.9081,96.00001,93.0,88.94268,23.016207,95.99973,12.29232,88.954765,55.530018,12.093223,13.349705,94.9993,95.99952,91.71964,93.999954,93.80811,90.79015,92.202736,91.99997
32.837006,54.41531,64.61977,53.331146,54.591015,67.64719,52.807636,59.86941,59.37802,48.498447,80.8414,48.364304,37.49621,66.8408,55.45979,77.145226,40.35691,66.22029,40.89723,71.90475,63.48752,77.37852,81.34809
41.0,93.76425,95.0,7.011158,87.88684,95.99972,93.0,87.879036,94.0,96.0,94.00001,84.13398,9.0,96.99999,94.76177,95.0,25.658463,95.0,94.0,94.0,90.99993,93.0,92.0
19.699602,59.356853,65.75733,23.166096,21.701263,35.928875,66.59784,11.6254835,55.033512,65.79712,34.45459,54.908966,25.276049,49.910667,44.327667,17.53653,31.851576,73.45018,54.68388,56.356346,40.284523,63.99483,73.86854
35.845764,67.32747,69.19929,64.207756,62.30509,94.11624,71.64958,54.53679,68.80059,79.8808,50.383373,68.11619,65.03702,38.387646,46.65555,19.828241,89.84267,36.706287,69.38834,61.788933,50.366035,50.246273,66.80991
18.524559,56.04264,58.15094,65.75456,65.924805,74.77916,52.71322,59.41182,48.495853,49.187733,72.11888,52.22064,47.560375,64.68792,59.005623,32.796074,32.984745,75.86392,55.255447,33.470142,53.634193,67.6287,41.95395
17.000008,94.0,95.0,7.0,7.0,96.00001,93.0,3.0000002,94.0,96.0,94.00001,92.50965,9.0,97.0,97.0,14.0,96.0,95.0,94.0,94.0,5.0,93.0,92.0
41.0,94.0,94.99999,10.09562,90.13732,95.7019,93.0,88.99975,94.0,96.0,94.00001,93.0,9.000433,12.252013,13.0,95.0,25.0,94.91963,37.92519,94.0,90.99986,93.0,92.0
32.199043,54.73962,44.298023,52.918663,58.712414,59.763744,57.59924,62.305008,55.851414,58.246838,61.243828,57.213097,45.903458,43.01777,36.166737,64.48932,46.360714,41.716034,44.13208,57.145283,61.755405,61.69358,65.78891
17.0,8.000003,5.0,7.000119,7.0,96.00001,32.0,3.0000002,93.99423,13.478136,6.0,82.12269,9.000005,12.000001,13.0,14.0,96.0,20.000002,94.0,4.0,5.0,7.0,8.000531
39.924946,54.11759,30.358505,65.59572,68.59941,64.64213,47.41527,69.92104,38.375885,57.319317,72.75681,53.78982,52.778507,20.948662,21.846518,33.351936,94.47162,20.856485,49.723885,14.485806,31.584337,56.830517,40.964607
38.416935,61.787014,82.181435,51.305344,42.64098,79.71441,72.81908,25.474846,64.51614,86.11345,86.18092,53.267952,26.247482,58.578266,53.47229,51.970737,83.90313,45.42733,69.214096,51.199577,38.397476,91.0946,75.442245
26.737352,41.336082,52.90601,46.357502,47.72802,70.17019,67.52932,49.078613,32.433895,55.934235,32.762775,42.71559,30.352875,62.214066,61.006977,28.38574,32.897537,89.059296,43.979843,42.846874,32.004417,25.215025,66.22001
38.60034,48.13978,57.234123,54.953327,53.14824,62.475056,66.97928,48.094563,31.053635,65.64362,51.29948,46.491333,29.54586,71.868835,70.01139,44.736153,51.27754,71.11124,53.313335,49.18648,39.285553,49.046455,70.80235
28.038557,42.226532,40.42323,58.713585,58.875713,74.637405,58.531895,60.895317,35.87296,54.07577,40.582726,45.61641,47.888397,37.579353,30.782202,48.285816,44.105034,58.72304,57.47751,36.999546,54.87751,33.136776,44.423737
29.116978,53.293613,52.977234,54.774517,53.68948,72.098305,67.96897,49.5193,47.12086,63.81919,47.7238,49.497,42.123478,46.183334,42.618492,46.151596,41.21773,71.59122,54.312393,40.125183,44.00426,51.87968,49.331272
17.675009,54.566853,40.617413,65.53788,66.007065,73.447395,51.080345,60.47691,28.519108,42.977047,43.40778,53.670708,34.596546,56.78072,51.99394,50.978703,48.380714,70.567245,56.131298,48.05854,48.767593,53.11922,78.98267
21.680773,30.957813,37.127064,42.728516,37.530643,69.85119,59.245743,41.447304,44.55876,46.876476,30.242922,31.411816,28.503487,32.100266,28.548058,49.585136,50.901394,46.39598,61.42168,37.204926,50.052258,31.593424,45.32858
38.63568,57.352516,55.426426,45.61638,59.37492,45.346893,68.04006,63.69129,78.55077,79.902466,65.23202,64.45966,39.145664,50.66068,34.983376,75.61402,44.600277,52.63486,70.06401,67.05676,79.34395,83.09528,81.810715
27.359734,43.433968,23.716906,30.321125,33.560787,36.69929,51.1821,34.98297,40.36313,34.045147,53.270813,49.76668,46.22209,34.788353,36.330963,42.866997,51.318707,27.105545,44.074486,25.443172,30.982279,43.368965,38.88507
26.457829,50.49276,47.43551,66.71319,64.062164,91.80063,68.00251,56.428013,36.95845,68.329445,47.561802,46.489494,36.469166,27.960846,30.242928,63.80949,86.49722,38.704247,73.78957,39.180534,47.608437,65.68335,59.714478
29.831684,50.503498,46.606632,48.389927,41.02184,59.684994,52.383915,45.39285,58.76414,46.52401,41.236794,50.45782,45.254444,33.63202,27.84557,47.15845,54.341663,42.567097,52.25291,49.74673,59.0899,44.681282,56.467472
33.729774,55.037937,43.56216,65.997116,65.65229,77.213806,62.720985,75.48534,44.58242,51.035545,46.885117,59.104916,44.388794,51.82122,41.906322,48.12547,49.953663,44.64923,40.514942,54.438705,61.38026,38.146008,74.39205
17.0,8.0,5.0,7.0007534,7.0005684,11.018014,31.999998,8.221561,10.000083,13.0,6.000003,30.36463,89.75507,12.000001,13.0,14.0,93.693146,20.000002,20.060415,4.0,5.0,7.0,8.000091
31.08147,60.573196,43.08626,71.25711,74.931564,79.531296,56.237644,73.444565,53.97751,61.15551,52.87938,66.68236,72.540375,27.257566,26.35315,32.60249,68.36563,46.13816,65.416725,37.127735,54.38097,45.83508,49.096584
35.328323,47.770172,44.35852,44.744015,41.96823,71.943985,62.2592,45.839962,50.527847,64.60383,41.942436,41.836643,39.28718,28.154524,27.737112,62.627644,50.172672,36.56592,54.821407,47.359146,51.19611,50.291813,57.604294
41.0,93.9994,95.0,87.0,91.0,96.00001,93.0,89.0,93.51217,96.0,94.00001,92.94067,9.0,12.000013,13.000006,95.0,96.0,95.0,94.0,92.924446,91.0,93.0,92.0
32.519066,61.164047,55.110065,53.634907,57.35724,55.00634,71.794464,59.05948,59.645317,67.2309,42.322163,62.587635,55.681767,44.0174,38.534904,55.871597,39.58625,72.532,56.943203,57.770428,56.307213,50.86526,72.92991
17.0,8.0,5.0,7.0,7.0000076,11.000001,31.999998,3.0008101,10.0,13.0,6.044844,92.968605,92.99999,12.000006,13.0,14.0,96.0,20.000002,20.0,4.0,5.0,7.0,8.0
25.39672,64.70819,49.990593,66.76032,72.10059,58.289623,69.04852,78.06833,39.170986,51.404163,70.29765,59.666977,55.089836,65.586586,64.66199,44.960007,36.79033,43.109898,49.679127,34.404232,58.715458,54.027466,50.04807
34.7143,50.24262,51.05302,38.18889,42.864677,61.981964,64.58444,46.579132,64.42688,67.365685,51.867775,48.494713,34.615543,31.68085,24.046331,49.056126,32.01833,55.77314,51.770973,48.26062,51.77807,50.132145,56.046394
36.399094,47.73609,44.667507,57.431892,50.550087,70.55724,57.369198,57.258465,54.49245,55.039654,50.528595,46.26241,49.610416,29.182236,27.90724,60.94343,45.176464,42.858288,57.615726,38.243412,54.434425,49.105522,46.889275
40.992958,94.0,95.0,7.027573,7.337345,96.00001,93.0,3.0002027,94.0,96.0,94.00001,92.99844,9.0,97.0,96.99999,14.198276,25.0,95.0,93.99819,94.0,7.3394446,93.0,92.0
25.927294,65.10844,51.69627,54.912487,54.56034,54.066532,59.13973,54.306385,46.579865,51.57133,62.530426,59.892014,49.202877,57.747726,53.077698,38.28837,46.616047,43.656445,57.861343,46.814526,60.173042,62.07801,53.844097
17.0,8.0,5.0,17.343199,27.57937,95.999855,85.632675,88.99953,10.000921,13.000169,6.0,11.076574,9.0,96.946304,52.632526,14.0,25.828848,95.0,20.000002,4.000008,5.0,7.0,91.98366
21.88868,55.99977,50.32486,40.177116,40.29655,68.25905,50.384777,29.366064,67.521576,47.418674,42.24454,63.21145,57.215725,28.728565,24.077581,43.97057,70.75405,38.066452,40.475636,48.75349,39.248596,48.79612,45.89881
40.991875,71.86011,32.93013,86.93248,90.93647,95.92063,92.12695,88.974396,34.503532,93.09505,75.50233,76.94196,53.02774,24.026136,24.012836,94.2385,95.50912,52.917137,29.854527,21.792181,10.102253,66.13933,91.003
17.0,10.974356,5.002591,8.792812,7.042876,95.999985,33.82616,17.608503,10.0003605,13.120756,6.0,12.184132,9.0,96.99994,96.99999,14.0,25.16869,95.0,20.000177,70.82144,5.000095,7.0000052,92.0
30.308182,62.68141,57.539917,49.97179,47.957153,60.55386,68.068634,43.730774,59.418724,66.54004,58.166523,55.77088,47.27604,48.021523,44.536427,36.933758,45.18602,70.06688,61.110962,44.992188,50.402885,68.327965,56.322636
40.99735,8.010416,5.3130836,7.902233,12.520028,94.390755,92.99809,86.0567,34.887913,95.96959,6.5024805,16.962057,9.391671,25.026184,15.199161,14.023609,25.306875,94.99773,21.452616,4.1555495,7.121,7.0062847,89.86374
22.535463,62.93032,64.03897,40.63088,37.189068,72.81684,61.107353,27.967228,64.612144,64.43604,44.171818,57.291744,45.160805,42.469456,36.62871,39.135277,47.11892,65.65423,53.08806,54.497337,44.69126,59.571102,54.56201
37.61797,52.95628,55.2565,59.092583,51.800716,81.15206,68.536766,44.55737,39.597614,65.67877,56.87409,43.72552,34.30318,50.39413,56.51913,51.42563,80.80473,26.590912,60.28897,40.253906,40.444645,55.214043,44.81737
21.674522,59.089985,52.173843,49.72558,51.74326,44.597332,47.530724,49.193604,36.522923,45.251717,64.90985,50.014164,41.16457,69.383,58.70075,43.825356,37.07181,92.76281,23.790964,31.629791,14.985872,57.272545,78.42398
17.0,8.502035,5.0,86.927956,24.145754,96.00001,31.999998,4.2434163,10.0,13.0,6.0,11.654017,9.0,97.0,97.0,14.0,96.0,95.0,20.000008,4.003109,5.0,7.0,92.0
27.885628,49.96113,48.20469,48.60262,51.35049,62.593445,59.669857,47.134937,53.973133,56.92137,46.89046,48.13063,38.01522,39.77671,33.828693,50.757305,37.588013,52.603947,55.1979,50.153366,55.360046,49.114624,54.32598
35.477745,57.024063,52.770462,74.21788,77.18571,80.16472,80.47048,76.57406,46.953293,71.173454,50.130066,61.21109,53.36926,44.213737,40.01987,68.633514,40.77268,59.797554,49.347137,38.837353,45.49448,43.250607,49.74471
41.0,93.99588,95.0,87.0,91.0,96.00001,93.0,89.0,94.0,96.0,94.00001,92.99695,9.068453,12.000001,13.004572,95.0,96.0,20.000002,93.99708,94.0,89.19604,93.0,92.0
22.831047,45.08364,48.157394,20.598097,21.552256,60.762115,69.9471,19.470352,40.124123,57.572742,26.413164,35.776356,18.739704,37.770256,38.047955,23.451527,36.721367,76.05174,63.467422,51.65791,45.728386,47.486607,71.743805
25.073112,57.195885,45.450607,47.764923,45.25767,27.39727,49.480453,47.713524,46.852608,45.263596,48.95706,62.780537,48.40813,52.848,49.147373,56.48306,44.77266,45.809,48.787476,62.71265,63.24695,53.79014,74.711426
25.189743,55.072914,37.499233,57.06089,57.094875,57.018867,57.367943,61.80536,38.98695,41.797657,44.838924,58.43594,57.45028,52.15749,38.213337,37.063366,46.710045,43.685448,42.980225,30.485544,41.82738,37.638424,48.05336
18.660976,66.76721,55.746716,63.164757,59.96274,77.21913,54.705368,50.47998,61.25861,51.033024,53.044136,60.201267,42.234737,53.31371,36.695827,70.6489,54.72037,68.2357,21.898113,41.510136,13.9741,56.780445,72.3762
17.0,88.82374,10.600747,87.0,91.0,96.00001,93.0,89.0,92.47748,95.99997,6.0,92.99998,10.006288,96.99978,96.99994,14.000003,96.0,95.0,93.99864,93.99995,67.68263,7.0,92.0
17.0,8.0,5.0,87.0,91.0,96.00001,93.0,89.0,93.84903,95.99496,6.0,92.987175,40.540005,96.9936,13.402048,14.0,64.37652,95.0,20.663351,4.000003,5.001487,7.0,13.204633
26.432861,30.82084,27.947487,46.24714,39.510956,51.84225,60.61829,43.490124,51.1073,55.736923,37.73354,37.71119,45.75677,31.131056,21.699333,55.874382,39.663486,40.42267,61.395485,26.184969,41.39471,35.09551,37.184563
17.00562,94.0,95.0,86.99956,90.941444,96.00001,93.0,3.0019584,93.99991,96.0,93.99853,92.999405,9.000085,73.80492,96.986664,14.0,96.0,94.999985,94.0,94.0,88.522575,93.0,92.0
21.706738,48.26232,51.819088,47.003487,39.222107,54.410957,53.011806,36.179302,40.666855,47.772446,45.003345,44.275627,27.563623,55.46301,45.958134,34.38055,34.66718,74.00219,39.644215,41.51301,33.23161,50.244015,68.83035
28.931053,52.305523,34.739388,80.651276,83.022766,93.16885,68.97426,83.02609,30.89426,58.120754,50.02836,52.461514,42.82562,40.446663,35.94436,74.21965,82.80535,40.644203,38.370583,32.1459,36.562946,42.453136,67.42196
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,10.0,13.0,6.0,11.000001,9.014795,83.3852,13.0,14.0,25.0,20.001137,20.0,4.0,5.0,7.0,81.28953
41.0,94.0,94.63996,87.0,91.0,96.00001,93.0,89.0,88.1311,96.0,6.0000052,93.0,92.84345,12.000001,13.151533,95.0,96.0,20.000002,94.0,93.99982,5.2209845,92.98914,92.0
28.256222,57.266785,51.18322,74.32784,75.727104,63.827553,53.639156,74.34893,42.614864,47.17323,81.43723,55.888588,55.429333,54.451134,56.74278,39.05871,71.58727,27.250387,56.662155,28.871603,52.69988,67.94432,48.9733
17.0,8.0,5.0,7.002632,7.000536,94.44763,32.03745,84.918495,10.043231,13.0,6.0,11.041831,9.316682,12.000001,13.0,14.0,29.571087,20.000002,21.056833,4.0,5.0,7.0,8.0
31.517986,52.927376,40.58658,64.89004,71.50501,77.51341,56.449814,67.68111,48.985104,59.27128,35.34765,53.561455,54.524906,50.956173,57.245796,17.95048,74.97229,30.023575,43.416687,36.649536,29.723566,23.642376,48.545624
34.83289,44.720737,52.210056,41.612125,43.420074,59.22841,67.09351,52.88053,56.037403,58.26255,54.517216,41.38717,34.891922,63.627228,63.054893,38.43132,33.955013,64.795204,46.59663,52.48726,49.1732,35.74108,58.771046
30.424423,68.52996,65.20002,51.36597,57.539463,35.207264,64.36206,53.92763,67.53293,63.110134,74.2012,67.10774,57.196636,60.925358,55.757137,43.635983,37.193554,61.31335,50.350266,50.12698,55.97338,76.55431,56.41545
17.00001,8.470723,23.714777,7.0,7.0,11.000001,31.999998,3.0000002,94.0,13.000151,93.575645,11.20264,9.0,12.012043,13.0,14.0,25.0,94.99891,20.0,4.37688,5.0248356,93.0,92.0
27.790733,70.720375,70.71855,59.916687,63.625168,80.29714,65.21358,65.08688,74.361015,63.393776,74.81505,68.79588,65.47266,55.775764,51.14381,72.34358,57.01899,53.28798,63.83753,71.553406,74.31634,73.85238,66.65121
34.880714,69.41096,67.217125,45.045353,60.07984,37.44982,65.944984,52.982555,78.62931,75.71689,74.97354,72.11394,50.55962,52.065388,47.214394,48.766426,43.40232,52.193054,50.422836,67.776764,63.32176,82.579765,73.30863
28.859531,41.37799,39.619255,47.855637,45.97771,65.722176,55.93831,46.212868,37.134094,58.545433,42.058147,37.120922,35.6407,35.182247,31.008446,55.834522,37.671272,44.399296,58.760487,41.53943,52.131516,43.472908,53.29598
40.99997,23.365543,30.908283,64.02679,39.666397,11.000001,32.0,87.8416,93.96901,18.845783,93.99999,92.96821,84.12141,96.63724,46.15445,94.99523,95.69203,20.000435,20.0,15.222641,5.00029,93.0,92.0
17.0,94.0,95.0,53.775017,7.401978,96.00001,93.0,3.0000002,94.0,96.0,94.00001,93.0,9.0,96.99975,96.99186,14.0,96.0,60.70386,94.0,94.0,90.99013,93.0,92.0
22.469933,35.71693,35.234783,31.322374,19.570772,28.906467,43.497303,28.07635,50.59406,31.810946,34.73672,36.327408,26.661043,53.59348,49.496086,22.976088,37.085155,61.647236,38.80519,39.78759,41.81218,42.702652,54.32595
26.712118,59.61971,53.77311,36.841198,36.01073,61.620937,57.09645,38.208027,54.407143,58.06336,54.689144,44.49085,33.026344,40.35113,39.54384,37.873276,48.309696,25.465767,66.17184,53.76774,63.29604,61.47322,53.52288
18.496597,51.667583,32.700638,53.924103,54.270866,71.83461,52.52841,54.328766,64.47585,52.034027,28.04248,72.5749,72.94426,42.514957,28.093157,27.065748,68.189026,52.964657,54.75592,34.30291,37.8181,25.989845,45.09327
28.200136,66.483536,76.7629,48.24616,39.56422,90.81553,72.73577,39.279984,57.86233,71.26618,62.346245,62.073544,42.852432,52.27051,46.283997,50.176567,53.870285,60.574123,80.09921,72.49488,73.13771,75.24081,75.21752
24.797523,66.50781,67.3408,42.81639,42.886692,25.677677,51.90684,40.851006,74.363464,51.61724,71.07166,70.21826,69.229866,62.911503,44.137974,42.321114,31.292168,70.79914,32.86594,47.64565,39.536804,66.42972,58.33345
36.682175,60.875816,68.006676,60.663948,59.299313,59.983833,64.462875,50.252625,66.663345,70.302765,72.736404,62.86567,51.07637,46.57234,40.804825,35.782375,49.914917,53.30765,55.346848,54.969524,52.693695,77.219376,65.80866
20.063591,56.368946,61.556446,46.55121,43.801052,44.064857,41.096165,37.053047,56.177464,44.085323,77.160934,55.326813,47.34009,71.27804,56.968887,42.209324,38.195293,84.55427,40.423687,59.242588,50.72582,76.384544,76.65616
17.11192,93.91277,94.733864,86.788025,90.02072,96.00001,93.0,88.78827,82.7988,95.999,24.240213,90.96551,9.1184635,95.017876,95.84002,62.739246,71.773735,94.99996,93.97529,93.99158,74.93629,92.911415,92.0
17.0,8.0,5.0,7.0,7.0,11.000001,31.999998,3.0000002,10.0,13.0,6.0,11.000001,9.0,17.58712,13.000018,14.0,40.175056,20.000002,20.0,4.0,5.0,7.0,8.0
17.012743,67.02767,82.12101,40.782936,27.245596,95.13828,76.49793,7.501673,78.31628,87.74439,13.981678,72.47857,51.66471,24.933193,30.281637,14.68726,94.09125,20.930986,93.61675,49.31438,66.6844,68.13019,32.23979
17.0,93.99999,94.99994,86.982605,7.3218117,96.00001,32.05524,3.0000002,10.9858265,96.0,6.0009127,92.999306,9.0,97.0,97.0,14.0,96.0,95.0,94.0,4.352485,5.0,93.0,92.0
17.0,8.001722,5.0,86.99977,80.648186,11.9603615,31.999998,88.99875,10.0,13.0,6.0,11.543871,9.0,97.0,96.99996,14.0,75.87296,95.0,20.0,4.247313,5.0,7.0,92.0
